year,category,id,name,share
1919,chemistry,NULL,NULL,NULL
1919,literature,588,Carl,1
1919,peace,483,Woodrow,1
1919,physics,24,Johannes,1
1919,medicine,309,Jules,1
1918,chemistry,177,Fritz,1
1918,literature,NULL,NULL,NULL
1918,peace,NULL,NULL,NULL
1918,physics,23,Max,1
1918,medicine,NULL,NULL,NULL
1917,chemistry,NULL,NULL,NULL
1917,literature,586,Karl,2
1917,literature,587,Henrik,2
1917,peace,482,International Committee of the Red Cross,1
1917,physics,22,Charles Glover,1
1917,medicine,NULL,NULL,NULL
1916,chemistry,NULL,NULL,NULL
1916,literature,585,Verner,1
1916,peace,NULL,NULL,NULL
1916,physics,NULL,NULL,NULL
1916,medicine,NULL,NULL,NULL
1915,chemistry,176,Richard,1
1915,literature,584,Romain,1
1915,peace,NULL,NULL,NULL
1915,physics,20,William,2
1915,physics,21,Lawrence,2
1915,medicine,NULL,NULL,NULL
1914,chemistry,175,Theodore W.,1
1914,literature,NULL,NULL,NULL
1914,peace,NULL,NULL,NULL
1914,physics,19,Max,1
1914,medicine,308,Robert,1
1913,chemistry,174,Alfred,1
1913,literature,583,Rabindranath,1
1913,peace,481,Henri,1
1913,physics,18,Heike,1
1913,medicine,307,Charles,1
1912,chemistry,172,Victor,2
1912,chemistry,173,Paul,2
1912,literature,582,Gerhart,1
1912,peace,480,Elihu,1
1912,physics,17,Gustaf,1
1912,medicine,306,Alexis,1
1911,chemistry,6,Marie,1
1911,literature,581,Maurice,1
1911,peace,478,Tobias,2
1911,peace,479,Alfred,2
1911,physics,16,Wilhelm,1
1911,medicine,305,Allvar,1
1910,chemistry,169,Otto,1
1910,literature,580,Paul,1
1910,peace,477,Permanent International Peace Bureau,1
1910,physics,15,Johannes Diderik,1
1910,medicine,304,Albrecht,1
1909,chemistry,168,Wilhelm,1
1909,literature,579,Selma,1
1909,peace,475,Auguste,2
1909,peace,476,Paul Henri,2
1909,physics,13,Guglielmo,2
1909,physics,14,Ferdinand,2
1909,medicine,303,Theodor,1
1908,chemistry,167,Ernest,1
1908,literature,578,Rudolf,1
1908,peace,473,Klas Pontus,2
1908,peace,474,Fredrik,2
1908,physics,12,Gabriel,1
1908,medicine,301,Ilya,2
1908,medicine,302,Paul,2
1907,chemistry,166,Eduard,1
1907,literature,577,Rudyard,1
1907,peace,471,Ernesto Teodoro,2
1907,peace,472,Louis,2
1907,physics,11,Albert A.,1
1907,medicine,300,Alphonse,1
1906,chemistry,165,Henri,1
1906,literature,576,Giosuè,1
1906,peace,470,Theodore,1
1906,physics,10,J.J.,1
1906,medicine,298,Camillo,2
1906,medicine,299,Santiago,2
1905,chemistry,164,Adolf,1
1905,literature,575,Henryk,1
1905,peace,468,Bertha,1
1905,physics,9,Philipp,1
1905,medicine,297,Robert,1
1904,chemistry,163,Sir William,1
1904,literature,573,Frédéric,2
1904,literature,574,José,2
1904,peace,467,Institute of International Law,1
1904,physics,8,Lord,1
1904,medicine,296,Ivan,1
1903,chemistry,162,Svante,1
1903,literature,572,Bjørnstjerne,1
1903,peace,466,Randal,1
1903,physics,4,Henri,2
1903,physics,5,Pierre,4
1903,physics,6,Marie,4
1903,medicine,295,Niels Ryberg,1
1902,chemistry,161,Emil,1
1902,literature,571,Theodor,1
1902,peace,464,Élie,2
1902,peace,465,Albert,2
1902,physics,2,Hendrik A.,2
1902,physics,3,Pieter,2
1902,medicine,294,Ronald,1
1901,chemistry,160,Jacobus H.,1
1901,literature,569,Sully,1
1901,peace,462,Henry,2
1901,peace,463,Frédéric,2
1901,physics,1,Wilhelm Conrad,1
1901,medicine,293,Emil,1
